USN,SCODE,CIE,SEE,TOT,RESULT,GRADE,DATE,ExamType
4JN17CS123,17CS664,44,29,73,P,8,Jul-20,Regular
4JN17CS123,17CS64,48,29,77,P,8,Jul-20,Regular
4JN17CS123,17CSL67,47,29,76,P,8,Jul-20,Regular
4JN17CS123,17CSL68,49,29,78,P,8,Jul-20,Regular
4JN17CS124,17CS61,50,25,75,P,8,Jul-20,Regular
4JN17CS124,17CS62,49,25,74,P,8,Jul-20,Regular
4JN17CS124,17CS653,50,25,75,P,8,Jul-20,Regular
4JN17CS124,17CS63,49,25,74,P,8,Jul-20,Regular
4JN17CS124,17CS664,44,25,69,P,7,Jul-20,Regular
4JN17CS124,17CS64,47,25,72,P,8,Jul-20,Regular
4JN17CS124,17CSL67,45,25,70,P,8,Jul-20,Regular
4JN17CS124,17CSL68,49,25,74,P,8,Jul-20,Regular
4JN17CS125,17CS61,50,31,81,P,9,Jul-20,Regular
4JN17CS125,17CS62,50,31,81,P,9,Jul-20,Regular
4JN17CS125,17CS653,49,31,80,P,9,Jul-20,Regular
4JN17CS125,17CS63,47,31,78,P,8,Jul-20,Regular
4JN17CS125,17CS664,48,31,79,P,8,Jul-20,Regular
4JN17CS125,17CS64,50,31,81,P,9,Jul-20,Regular
4JN17CS125,17CSL67,47,31,78,P,8,Jul-20,Regular
4JN17CS125,17CSL68,50,31,81,P,9,Jul-20,Regular
4JN17CS127,17CS61,48,29,77,P,8,Jul-20,Regular
4JN17CS127,17CS62,49,29,78,P,8,Jul-20,Regular
4JN17CS127,17CS653,50,29,79,P,8,Jul-20,Regular
4JN17CS127,17CS63,49,29,78,P,8,Jul-20,Regular
4JN17CS127,17CS664,47,29,76,P,8,Jul-20,Regular
4JN17CS127,17CS64,48,29,77,P,8,Jul-20,Regular
4JN17CS127,17CSL67,48,29,77,P,8,Jul-20,Regular
4JN17CS127,17CSL68,49,29,78,P,8,Jul-20,Regular
4JN17CS128,17CS61,50,26,76,P,8,Jul-20,Regular
4JN17CS128,17CS62,49,26,75,P,8,Jul-20,Regular
4JN17CS128,17CS653,50,26,76,P,8,Jul-20,Regular
4JN17CS128,17CS63,49,26,75,P,8,Jul-20,Regular
4JN17CS128,17CS664,47,26,73,P,8,Jul-20,Regular
4JN17CS128,17CS64,47,26,73,P,8,Jul-20,Regular
4JN17CS128,17CSL67,44,26,70,P,8,Jul-20,Regular
4JN17CS128,17CSL68,49,26,75,P,8,Jul-20,Regular
4JN17CS129,17CS61,48,28,76,P,8,Jul-20,Regular
4JN17CS129,17CS62,49,28,77,P,8,Jul-20,Regular
4JN17CS129,17CS653,50,28,78,P,8,Jul-20,Regular
4JN17CS129,17CS63,50,28,78,P,8,Jul-20,Regular
4JN17CS129,17CS664,47,28,75,P,8,Jul-20,Regular
4JN17CS129,17CS64,47,28,75,P,8,Jul-20,Regular
4JN17CS129,17CSL67,45,28,73,P,8,Jul-20,Regular
4JN17CS129,17CSL68,49,28,77,P,8,Jul-20,Regular
4JN17CS130,17CS61,49,29,78,P,8,Jul-20,Regular
4JN17CS130,17CS62,49,29,78,P,8,Jul-20,Regular
4JN17CS130,17CS653,50,29,79,P,8,Jul-20,Regular
4JN17CS130,17CS63,50,29,79,P,8,Jul-20,Regular
4JN17CS130,17CS664,45,29,74,P,8,Jul-20,Regular
4JN17CS130,17CS64,45,29,74,P,8,Jul-20,Regular
4JN17CS130,17CSL67,45,29,74,P,8,Jul-20,Regular
4JN17CS130,17CSL68,49,29,78,P,8,Jul-20,Regular
4JN17CS034,17CS61,48,26,74,P,8,Jul-20,Regular
4JN17CS034,17CS62,49,26,75,P,8,Jul-20,Regular
4JN17CS034,17CS63,49,26,75,P,8,Jul-20,Regular
4JN17CS034,17CS664,42,26,68,P,7,Jul-20,Regular
4JN17CS034,17CS654,44,26,70,P,8,Jul-20,Regular
4JN17CS034,17CS64,45,26,71,P,8,Jul-20,Regular
4JN17CS034,17CSL67,45,26,71,P,8,Jul-20,Regular
4JN17CS034,17CSL68,49,26,75,P,8,Jul-20,Regular
4JN17CS097,17CS61,48,22,70,P,8,Jul-20,Regular
4JN17CS097,17CS62,49,22,71,P,8,Jul-20,Regular
4JN17CS097,17CS63,49,22,71,P,8,Jul-20,Regular
4JN17CS097,17CS664,47,22,69,P,7,Jul-20,Regular
4JN17CS097,17CS654,47,22,69,P,7,Jul-20,Regular
4JN17CS097,17CS64,45,22,67,P,7,Jul-20,Regular
4JN17CS097,17CSL67,48,22,70,P,8,Jul-20,Regular
4JN17CS097,17CSL68,49,22,71,P,8,Jul-20,Regular
4JN17CS114,17CS61,49,20,69,P,7,Jul-20,Regular
4JN17CS114,17CS62,49,20,69,P,7,Jul-20,Regular
4JN17CS114,17CS63,50,20,70,P,8,Jul-20,Regular
4JN17CS114,17CS664,47,20,67,P,7,Jul-20,Regular
4JN17CS114,17CS654,49,20,69,P,7,Jul-20,Regular
4JN17CS114,17CS64,47,20,67,P,7,Jul-20,Regular
4JN17CS114,17CSL67,47,20,67,P,7,Jul-20,Regular
4JN17CS114,17CSL68,49,20,69,P,7,Jul-20,Regular
4JN17CS011,17CS61,49,31,80,P,9,Jul-20,Regular
4JN17CS011,17CS62,49,31,80,P,9,Jul-20,Regular
4JN17CS011,17CS63,49,31,80,P,9,Jul-20,Regular
4JN17CS011,17CS654,50,31,81,P,9,Jul-20,Regular
4JN17CS011,17CS64,49,31,80,P,9,Jul-20,Regular
4JN17CS011,17CS664,47,31,78,P,8,Jul-20,Regular
4JN17CS011,17CSL67,45,31,76,P,8,Jul-20,Regular
4JN17CS011,17CSL68,49,31,80,P,9,Jul-20,Regular
4JN17CS015,17CS61,49,30,79,P,8,Jul-20,Regular
4JN17CS015,17CS62,49,30,79,P,8,Jul-20,Regular
4JN17CS015,17CS63,50,30,80,P,9,Jul-20,Regular
4JN17CS015,17CS664,48,30,78,P,8,Jul-20,Regular
4JN17CS015,17CS654,50,30,80,P,9,Jul-20,Regular
4JN17CS015,17CS64,47,30,77,P,8,Jul-20,Regular
4JN17CS015,17CSL67,48,30,78,P,8,Jul-20,Regular
4JN17CS015,17CSL68,49,30,79,P,8,Jul-20,Regular
4JN17CS020,17CS61,50,29,79,P,8,Jul-20,Regular
4JN17CS020,17CS62,49,29,78,P,8,Jul-20,Regular
4JN17CS020,17CS63,50,29,79,P,8,Jul-20,Regular
4JN17CS020,17CS664,48,29,77,P,8,Jul-20,Regular
4JN17CS020,17CS654,50,29,79,P,8,Jul-20,Regular
4JN17CS020,17CS64,47,29,76,P,8,Jul-20,Regular
4JN17CS020,17CSL67,45,29,74,P,8,Jul-20,Regular
4JN17CS020,17CSL68,49,29,78,P,8,Jul-20,Regular
4JN17CS021,17CS61,49,28,77,P,8,Jul-20,Regular
4JN17CS021,17CS62,49,28,77,P,8,Jul-20,Regular
4JN17CS021,17CS63,49,28,77,P,8,Jul-20,Regular
4JN17CS021,17CS664,47,28,75,P,8,Jul-20,Regular
4JN17CS021,17CS654,50,28,78,P,8,Jul-20,Regular
4JN17CS021,17CS64,49,28,77,P,8,Jul-20,Regular
4JN17CS021,17CSL67,45,28,73,P,8,Jul-20,Regular
4JN17CS021,17CSL68,49,28,77,P,8,Jul-20,Regular
4JN17CS029,17CS61,48,25,73,P,8,Jul-20,Regular
4JN17CS029,17CS62,49,25,74,P,8,Jul-20,Regular
4JN17CS029,17CS63,44,25,69,P,7,Jul-20,Regular
4JN17CS029,17CS664,42,25,67,P,7,Jul-20,Regular
4JN17CS029,17CS654,47,25,72,P,8,Jul-20,Regular
4JN17CS029,17CS64,45,25,70,P,8,Jul-20,Regular
4JN17CS029,17CSL67,48,25,73,P,8,Jul-20,Regular
4JN17CS029,17CSL68,49,25,74,P,8,Jul-20,Regular
4JN17CS031,17CS61,50,37,87,P,9,Jul-20,Regular
4JN17CS031,17CS62,50,37,87,P,9,Jul-20,Regular
4JN17CS031,17CS63,47,37,84,P,9,Jul-20,Regular
4JN17CS031,17CS664,48,37,85,P,9,Jul-20,Regular
4JN17CS031,17CS654,49,37,86,P,9,Jul-20,Regular
4JN17CS031,17CS64,49,37,86,P,9,Jul-20,Regular
4JN17CS031,17CSL67,45,37,82,P,9,Jul-20,Regular
4JN17CS031,17CSL68,50,37,87,P,9,Jul-20,Regular
4JN17CS036,17CS61,50,29,79,P,8,Jul-20,Regular
4JN17CS036,17CS62,49,29,78,P,8,Jul-20,Regular
4JN17CS036,17CS63,49,29,78,P,8,Jul-20,Regular
4JN17CS036,17CS664,50,29,79,P,8,Jul-20,Regular
4JN17CS036,17CS654,50,29,79,P,8,Jul-20,Regular
4JN17CS036,17CS64,48,29,77,P,8,Jul-20,Regular
4JN17CS036,17CSL67,44,29,73,P,8,Jul-20,Regular
4JN17CS036,17CSL68,49,29,78,P,8,Jul-20,Regular
4JN17CS040,17CS61,50,26,76,P,8,Jul-20,Regular
4JN17CS040,17CS62,49,26,75,P,8,Jul-20,Regular
4JN17CS040,17CS63,50,26,76,P,8,Jul-20,Regular
4JN17CS040,17CS654,50,26,76,P,8,Jul-20,Regular
4JN17CS040,17CS64,45,26,71,P,8,Jul-20,Regular
4JN17CS040,17CS664,47,26,73,P,8,Jul-20,Regular
4JN17CS040,17CSL67,48,26,74,P,8,Jul-20,Regular
4JN17CS040,17CSL68,49,26,75,P,8,Jul-20,Regular
4JN17CS042,17CS61,50,33,83,P,9,Jul-20,Regular
4JN17CS042,17CS62,49,33,82,P,9,Jul-20,Regular
4JN17CS042,17CS63,49,33,82,P,9,Jul-20,Regular
4JN17CS042,17CS664,49,33,82,P,9,Jul-20,Regular
4JN17CS042,17CS654,50,33,83,P,9,Jul-20,Regular
4JN17CS042,17CS64,49,33,82,P,9,Jul-20,Regular
4JN17CS042,17CSL67,49,33,82,P,9,Jul-20,Regular
4JN17CS042,17CSL68,49,33,82,P,9,Jul-20,Regular
4JN17CS052,17CS61,50,27,77,P,8,Jul-20,Regular
4JN17CS052,17CS62,49,27,76,P,8,Jul-20,Regular
4JN17CS052,17CS63,49,27,76,P,8,Jul-20,Regular
4JN17CS052,17CS664,49,27,76,P,8,Jul-20,Regular
4JN17CS052,17CS654,50,27,77,P,8,Jul-20,Regular
4JN17CS052,17CS64,48,27,75,P,8,Jul-20,Regular
4JN17CS052,17CSL67,48,27,75,P,8,Jul-20,Regular
4JN17CS052,17CSL68,49,27,76,P,8,Jul-20,Regular
4JN17CS080,17CS61,49,32,81,P,9,Jul-20,Regular
4JN17CS080,17CS62,49,32,81,P,9,Jul-20,Regular
4JN17CS080,17CS63,50,32,82,P,9,Jul-20,Regular
4JN17CS080,17CS664,47,32,79,P,8,Jul-20,Regular
4JN17CS080,17CS654,50,32,82,P,9,Jul-20,Regular
4JN17CS080,17CS64,47,32,79,P,8,Jul-20,Regular
4JN17CS080,17CSL67,48,32,80,P,9,Jul-20,Regular
4JN17CS080,17CSL68,49,32,81,P,9,Jul-20,Regular
4JN17CS090,17CS61,47,27,74,P,8,Jul-20,Regular
4JN17CS090,17CS62,49,27,76,P,8,Jul-20,Regular
4JN17CS090,17CS63,45,27,72,P,8,Jul-20,Regular
4JN17CS090,17CS664,44,27,71,P,8,Jul-20,Regular
4JN17CS090,17CS654,48,27,75,P,8,Jul-20,Regular
4JN17CS090,17CS64,45,27,72,P,8,Jul-20,Regular
4JN17CS090,17CSL67,48,27,75,P,8,Jul-20,Regular
4JN17CS090,17CSL68,49,27,76,P,8,Jul-20,Regular
4JN17CS110,17CS61,50,31,81,P,9,Jul-20,Regular
4JN17CS110,17CS62,49,31,80,P,9,Jul-20,Regular
4JN17CS110,17CS63,50,31,81,P,9,Jul-20,Regular
4JN17CS110,17CS664,47,31,78,P,8,Jul-20,Regular
4JN17CS110,17CS654,50,31,81,P,9,Jul-20,Regular
4JN17CS110,17CS64,49,31,80,P,9,Jul-20,Regular
4JN17CS110,17CSL67,47,31,78,P,8,Jul-20,Regular
4JN17CS110,17CSL68,49,31,80,P,9,Jul-20,Regular
4JN18CS402,17CS61,49,25,74,P,8,Jul-20,Regular
4JN18CS402,17CS62,50,25,75,P,8,Jul-20,Regular
4JN18CS402,17CS63,45,25,70,P,8,Jul-20,Regular
4JN18CS402,17CS664,47,25,72,P,8,Jul-20,Regular
4JN18CS402,17CS654,48,25,73,P,8,Jul-20,Regular
4JN18CS402,17CS64,48,25,73,P,8,Jul-20,Regular
4JN18CS402,17CSL67,44,25,69,P,7,Jul-20,Regular
4JN18CS402,17CSL68,50,25,75,P,8,Jul-20,Regular
4JN18CS410,17CS61,50,30,80,P,9,Jul-20,Regular
4JN18CS410,17CS62,50,30,80,P,9,Jul-20,Regular
4JN18CS410,17CS63,49,30,79,P,8,Jul-20,Regular
4JN18CS410,17CS664,47,30,77,P,8,Jul-20,Regular
4JN18CS410,17CS654,48,30,78,P,8,Jul-20,Regular
4JN18CS410,17CS64,50,30,80,P,9,Jul-20,Regular
4JN18CS410,17CSL67,47,30,77,P,8,Jul-20,Regular
4JN18CS410,17CSL68,50,30,80,P,9,Jul-20,Regular
4JN18CS418,17CS61,49,31,80,P,9,Jul-20,Regular
4JN18CS418,17CS62,50,31,81,P,9,Jul-20,Regular
4JN18CS418,17CS63,48,31,79,P,8,Jul-20,Regular
4JN18CS418,17CS664,49,31,80,P,9,Jul-20,Regular
4JN18CS418,17CS654,49,31,80,P,9,Jul-20,Regular
4JN18CS418,17CS64,49,31,80,P,9,Jul-20,Regular
4JN18CS418,17CSL67,44,31,75,P,8,Jul-20,Regular
4JN18CS418,17CSL68,50,31,81,P,9,Jul-20,Regular
4JN18CS411,17CS61,49,26,75,P,8,Jul-20,Regular
4JN18CS411,17CS62,49,26,75,P,8,Jul-20,Regular
4JN18CS411,17CS63,49,26,75,P,8,Jul-20,Regular
4JN18CS411,17CS664,44,26,70,P,8,Jul-20,Regular
4JN18CS411,17CS654,45,26,71,P,8,Jul-20,Regular
4JN18CS411,17CS64,47,26,73,P,8,Jul-20,Regular
4JN18CS411,17CSL67,44,26,70,P,8,Jul-20,Regular
4JN18CS411,17CSL68,49,26,75,P,8,Jul-20,Regular
4JN18CS403,17CS61,49,26,75,P,8,Jul-20,Regular
4JN18CS403,17CS62,50,26,76,P,8,Jul-20,Regular
4JN18CS403,17CS63,40,26,66,P,7,Jul-20,Regular
4JN18CS403,17CS664,45,26,71,P,8,Jul-20,Regular
4JN18CS403,17CS654,49,26,75,P,8,Jul-20,Regular
4JN18CS403,17CS64,47,26,73,P,8,Jul-20,Regular
4JN18CS403,17CSL67,44,26,70,P,8,Jul-20,Regular
4JN18CS403,17CSL68,50,26,76,P,8,Jul-20,Regular
4JN18CS405,17CS61,49,30,79,P,8,Jul-20,Regular
4JN18CS405,17CS62,50,30,80,P,9,Jul-20,Regular
4JN18CS405,17CS63,40,30,70,P,8,Jul-20,Regular
4JN18CS405,17CS664,47,30,77,P,8,Jul-20,Regular
4JN18CS405,17CS654,48,30,78,P,8,Jul-20,Regular
4JN18CS405,17CS64,48,30,78,P,8,Jul-20,Regular
4JN18CS405,17CSL67,47,30,77,P,8,Jul-20,Regular
4JN18CS405,17CSL68,50,30,80,P,9,Jul-20,Regular
4JN18CS407,17CS61,49,32,81,P,9,Jul-20,Regular
4JN18CS407,17CS62,50,32,82,P,9,Jul-20,Regular
4JN18CS407,17CS63,48,32,80,P,9,Jul-20,Regular
4JN18CS407,17CS664,48,32,80,P,9,Jul-20,Regular
4JN18CS407,17CS654,49,32,81,P,9,Jul-20,Regular
4JN18CS407,17CS64,48,32,80,P,9,Jul-20,Regular
4JN18CS407,17CSL67,45,32,77,P,8,Jul-20,Regular
4JN18CS407,17CSL68,50,32,82,P,9,Jul-20,Regular
4JN18CS424,17CS61,49,28,77,P,8,Jul-20,Regular
4JN18CS424,17CS62,50,28,78,P,8,Jul-20,Regular
4JN18CS424,17CS63,47,28,75,P,8,Jul-20,Regular
4JN18CS424,17CS664,47,28,75,P,8,Jul-20,Regular
4JN18CS424,17CS654,48,28,76,P,8,Jul-20,Regular
4JN18CS424,17CS64,48,28,76,P,8,Jul-20,Regular
4JN18CS424,17CSL67,47,28,75,P,8,Jul-20,Regular
4JN18CS424,17CSL68,50,28,78,P,8,Jul-20,Regular
4JN18CS404,17CS61,50,27,77,P,8,Jul-20,Regular
4JN18CS404,17CS62,49,27,76,P,8,Jul-20,Regular
4JN18CS404,17CS63,49,27,76,P,8,Jul-20,Regular
4JN18CS404,17CS654,50,27,77,P,8,Jul-20,Regular
4JN18CS404,17CS64,45,27,72,P,8,Jul-20,Regular
4JN18CS404,17CS664,44,27,71,P,8,Jul-20,Regular
4JN18CS404,17CSL67,44,27,71,P,8,Jul-20,Regular
4JN18CS404,17CSL68,49,27,76,P,8,Jul-20,Regular
4JN18CS406,17CS61,50,29,79,P,8,Jul-20,Regular
4JN18CS406,17CS62,50,29,79,P,8,Jul-20,Regular
4JN18CS406,17CS63,44,29,73,P,8,Jul-20,Regular
4JN18CS406,17CS664,48,29,77,P,8,Jul-20,Regular
4JN18CS406,17CS654,47,29,76,P,8,Jul-20,Regular
4JN18CS406,17CS64,48,29,77,P,8,Jul-20,Regular
4JN18CS406,17CSL67,44,29,73,P,8,Jul-20,Regular
4JN18CS406,17CSL68,50,29,79,P,8,Jul-20,Regular
4JN18CS409,17CS61,48,30,78,P,8,Jul-20,Regular
4JN18CS409,17CS62,49,30,79,P,8,Jul-20,Regular
4JN18CS409,17CS63,50,30,80,P,9,Jul-20,Regular
4JN18CS409,17CS664,45,30,75,P,8,Jul-20,Regular
4JN18CS409,17CS654,48,30,78,P,8,Jul-20,Regular
4JN18CS409,17CS64,45,30,75,P,8,Jul-20,Regular
4JN18CS409,17CSL67,44,30,74,P,8,Jul-20,Regular
4JN18CS409,17CSL68,49,30,79,P,8,Jul-20,Regular
4JN18CS413,17CS61,49,30,79,P,8,Jul-20,Regular
4JN18CS413,17CS62,49,30,79,P,8,Jul-20,Regular
4JN18CS413,17CS63,50,30,80,P,9,Jul-20,Regular
4JN18CS413,17CS664,45,30,75,P,8,Jul-20,Regular
4JN18CS413,17CS654,48,30,78,P,8,Jul-20,Regular
4JN18CS413,17CS64,47,30,77,P,8,Jul-20,Regular
4JN18CS413,17CSL67,44,30,74,P,8,Jul-20,Regular
4JN18CS413,17CSL68,49,30,79,P,8,Jul-20,Regular
4JN18CS415,17CS61,49,26,75,P,8,Jul-20,Regular
4JN18CS415,17CS62,50,26,76,P,8,Jul-20,Regular
4JN18CS415,17CS63,45,26,71,P,8,Jul-20,Regular
4JN18CS415,17CS654,50,26,76,P,8,Jul-20,Regular
4JN18CS415,17CS64,48,26,74,P,8,Jul-20,Regular
4JN18CS415,17CS664,48,26,74,P,8,Jul-20,Regular
4JN18CS415,17CSL67,45,26,71,P,8,Jul-20,Regular
4JN18CS415,17CSL68,50,26,76,P,8,Jul-20,Regular
4JN18CS416,17CS61,49,30,79,P,8,Jul-20,Regular
4JN18CS416,17CS62,49,30,79,P,8,Jul-20,Regular
4JN18CS416,17CS63,49,30,79,P,8,Jul-20,Regular
4JN18CS416,17CS664,45,30,75,P,8,Jul-20,Regular
4JN18CS416,17CS654,49,30,79,P,8,Jul-20,Regular
4JN18CS416,17CS64,45,30,75,P,8,Jul-20,Regular
4JN18CS416,17CSL67,44,30,74,P,8,Jul-20,Regular
4JN18CS416,17CSL68,49,30,79,P,8,Jul-20,Regular
4JN18CS417,17CS61,50,31,81,P,9,Jul-20,Regular
4JN18CS417,17CS62,50,31,81,P,9,Jul-20,Regular
4JN18CS417,17CS63,48,31,79,P,8,Jul-20,Regular
4JN18CS417,17CS664,47,31,78,P,8,Jul-20,Regular
4JN18CS417,17CS654,50,31,81,P,9,Jul-20,Regular
4JN18CS417,17CS64,49,31,80,P,9,Jul-20,Regular
4JN18CS417,17CSL67,47,31,78,P,8,Jul-20,Regular
4JN18CS417,17CSL68,50,31,81,P,9,Jul-20,Regular
4JN18CS422,17CS61,49,27,76,P,8,Jul-20,Regular
4JN18CS422,17CS62,49,27,76,P,8,Jul-20,Regular
4JN18CS422,17CS63,50,27,77,P,8,Jul-20,Regular
4JN18CS422,17CS664,43,27,70,P,8,Jul-20,Regular
4JN18CS422,17CS654,50,27,77,P,8,Jul-20,Regular
4JN18CS422,17CS64,48,27,75,P,8,Jul-20,Regular
4JN18CS422,17CSL67,44,27,71,P,8,Jul-20,Regular
4JN18CS422,17CSL68,49,27,76,P,8,Jul-20,Regular
4JN18CS423,17CS61,50,28,78,P,8,Jul-20,Regular
4JN18CS423,17CS62,49,28,77,P,8,Jul-20,Regular
4JN18CS423,17CS63,50,28,78,P,8,Jul-20,Regular
4JN18CS423,17CS654,50,28,78,P,8,Jul-20,Regular
4JN18CS423,17CS64,45,28,73,P,8,Jul-20,Regular
4JN18CS423,17CS664,45,28,73,P,8,Jul-20,Regular
4JN18CS423,17CSL67,44,28,72,P,8,Jul-20,Regular
4JN18CS423,17CSL68,49,28,77,P,8,Jul-20,Regular
4JN18CS412,17CS61,50,30,80,P,9,Jul-20,Regular
4JN18CS412,17CS62,49,30,79,P,8,Jul-20,Regular
4JN18CS412,17CS63,49,30,79,P,8,Jul-20,Regular
4JN18CS412,17CS654,50,30,80,P,9,Jul-20,Regular
4JN18CS412,17CS64,47,30,77,P,8,Jul-20,Regular
4JN18CS412,17CS664,47,30,77,P,8,Jul-20,Regular
4JN18CS412,17CSL67,47,30,77,P,8,Jul-20,Regular
4JN18CS412,17CSL68,49,30,79,P,8,Jul-20,Regular
4JN17CS041,18MAT21,24,19,43,P,4,Jul-20,Regular
4JN17CS041,18CHE22,27,19,46,P,6,Jul-20,Regular
4JN17CS041,18CPS23,27,19,46,P,6,Jul-20,Regular
4JN17CS041,18ELN24,27,19,46,P,6,Jul-20,Regular
4JN17CS041,18ME25,44,19,63,P,7,Jul-20,Regular
4JN17CS041,18CHEL26,28,19,47,P,6,Jul-20,Regular
4JN17CS041,18CPL27,27,19,46,P,6,Jul-20,Regular
4JN17CS041,18EGH28,28,19,47,P,6,Jul-20,Regular
4JN17CS006,18MAT41,49,18,67,P,7,Jul-20,Regular
4JN17CS006,18CS42,49,18,67,P,7,Jul-20,Regular
4JN17CS006,18CS43,48,18,66,P,7,Jul-20,Regular
4JN17CS006,18CS44,47,18,65,P,7,Jul-20,Regular
4JN17CS006,18CS45,44,18,62,P,7,Jul-20,Regular
4JN17CS006,18CS46,49,18,67,P,7,Jul-20,Regular
4JN17CS006,18CSL47,47,18,65,P,7,Jul-20,Regular
4JN17CS006,18CSL48,48,18,66,P,7,Jul-20,Regular
4JN17CS006,18CPC49,48,18,66,P,7,Jul-20,Regular
4JN17CS065,18MAT41,48,26,74,P,8,Jul-20,Regular
4JN17CS065,18CS42,44,26,70,P,8,Jul-20,Regular
4JN17CS065,18CS43,48,26,74,P,8,Jul-20,Regular
4JN17CS065,18CS44,48,26,74,P,8,Jul-20,Regular
4JN17CS065,18CS45,43,26,69,P,7,Jul-20,Regular
4JN17CS065,18CS46,49,26,75,P,8,Jul-20,Regular
4JN17CS065,18CSL47,45,26,71,P,8,Jul-20,Regular
4JN17CS065,18CSL48,48,26,74,P,8,Jul-20,Regular
4JN17CS065,18CPC49,49,26,75,P,8,Jul-20,Regular
4JN19CS094,18MAT21,50,19,69,P,7,Jul-20,Regular
4JN19CS094,18CHE22,48,19,67,P,7,Jul-20,Regular
4JN19CS094,18CPS23,50,19,69,P,7,Jul-20,Regular
4JN19CS094,18ELN24,45,19,64,P,7,Jul-20,Regular
4JN19CS094,18ME25,44,19,63,P,7,Jul-20,Regular
4JN19CS094,18CHEL26,49,19,68,P,7,Jul-20,Regular
4JN19CS094,18CPL27,44,19,63,P,7,Jul-20,Regular
4JN19CS094,18EGH28,35,19,54,P,6,Jul-20,Regular
4JN19CS116,18MAT21,50,16,66,P,7,Jul-20,Regular
4JN19CS116,18CHE22,27,16,43,P,4,Jul-20,Regular
4JN19CS116,18CPS23,27,16,43,P,4,Jul-20,Regular
4JN19CS116,18ELN24,25,16,41,P,4,Jul-20,Regular
4JN19CS116,18ME25,27,16,43,P,4,Jul-20,Regular
4JN19CS116,18CHEL26,28,16,44,P,4,Jul-20,Regular
4JN19CS116,18CPL27,27,16,43,P,4,Jul-20,Regular
4JN19CS116,18EGH28,28,16,44,P,4,Jul-20,Regular
4JN19CS106,18MAT21,50,11,61,P,7,Jul-20,Regular
4JN19CS106,18CHE22,49,11,60,P,7,Jul-20,Regular
4JN19CS106,18CPS23,50,11,61,P,7,Jul-20,Regular
4JN19CS106,18ELN24,44,11,55,P,6,Jul-20,Regular
4JN19CS106,18ME25,49,11,60,P,7,Jul-20,Regular
4JN19CS106,18CHEL26,47,11,58,P,6,Jul-20,Regular
4JN19CS106,18CPL27,48,11,59,P,6,Jul-20,Regular
4JN19CS106,18EGH28,29,11,40,P,4,Jul-20,Regular
4JN19CS029,18MAT21,47,25,72,P,8,Jul-20,Regular
4JN19CS029,18CHE22,49,25,74,P,8,Jul-20,Regular
4JN19CS029,18CPS23,44,25,69,P,7,Jul-20,Regular
4JN19CS029,18ELN24,50,25,75,P,8,Jul-20,Regular
4JN19CS029,18ME25,44,25,69,P,7,Jul-20,Regular
4JN19CS029,18CHEL26,45,25,70,P,8,Jul-20,Regular
4JN19CS029,18CPL27,44,25,69,P,7,Jul-20,Regular
4JN19CS029,18EGH28,32,25,57,P,6,Jul-20,Regular
4JN19CS045,18MAT21,50,26,76,P,8,Jul-20,Regular
4JN19CS045,18CHE22,49,26,75,P,8,Jul-20,Regular
4JN19CS045,18CPS23,40,26,66,P,7,Jul-20,Regular
4JN19CS045,18ELN24,50,26,76,P,8,Jul-20,Regular
4JN19CS045,18ME25,49,26,75,P,8,Jul-20,Regular
4JN19CS045,18CHEL26,48,26,74,P,8,Jul-20,Regular
4JN19CS045,18CPL27,38,26,64,P,7,Jul-20,Regular
4JN19CS045,18EGH28,44,26,70,P,8,Jul-20,Regular
4JN19CS078,18MAT21,49,27,76,P,8,Jul-20,Regular
4JN19CS078,18CHE22,48,27,75,P,8,Jul-20,Regular
4JN19CS078,18CPS23,48,27,75,P,8,Jul-20,Regular
4JN19CS078,18ELN24,50,27,77,P,8,Jul-20,Regular
4JN19CS078,18ME25,49,27,76,P,8,Jul-20,Regular
4JN19CS078,18CHEL26,49,27,76,P,8,Jul-20,Regular
4JN19CS078,18CPL27,47,27,74,P,8,Jul-20,Regular
4JN19CS078,18EGH28,29,27,56,P,6,Jul-20,Regular
4JN19CS032,18MAT21,49,18,67,P,7,Jul-20,Regular
4JN19CS032,18CHE22,45,18,63,P,7,Jul-20,Regular
4JN19CS032,18CPS23,38,18,56,P,6,Jul-20,Regular
4JN19CS032,18ELN24,44,18,62,P,7,Jul-20,Regular
4JN19CS032,18ME25,43,18,61,P,7,Jul-20,Regular
4JN19CS032,18CHEL26,45,18,63,P,7,Jul-20,Regular
4JN19CS032,18CPL27,44,18,62,P,7,Jul-20,Regular
4JN19CS032,18EGH28,28,18,46,P,6,Jul-20,Regular
4JN19CS091,18MAT21,49,26,75,P,8,Jul-20,Regular
4JN19CS091,18CHE22,49,26,75,P,8,Jul-20,Regular
4JN19CS091,18CPS23,48,26,74,P,8,Jul-20,Regular
4JN19CS091,18ELN24,49,26,75,P,8,Jul-20,Regular
4JN19CS091,18ME25,49,26,75,P,8,Jul-20,Regular
4JN19CS091,18CHEL26,49,26,75,P,8,Jul-20,Regular
4JN19CS091,18CPL27,43,26,69,P,7,Jul-20,Regular
4JN19CS091,18EGH28,38,26,64,P,7,Jul-20,Regular
4JN19CS039,18MAT21,50,29,79,P,8,Jul-20,Regular
4JN19CS039,18CHE22,49,29,78,P,8,Jul-20,Regular
4JN19CS039,18CPS23,45,29,74,P,8,Jul-20,Regular
4JN19CS039,18ELN24,50,29,79,P,8,Jul-20,Regular
